variant,sample_index,domain,scene_id,scan_id,image_relpath,region_id,row,column,x0,y0,x1,y1,valid_pixel_count,boundary_pixel_count,weight_sum,base_primary_error_sum,refined_primary_error_sum,primary_utility_sum,base_absrel_error_sum,refined_absrel_error_sum,absrel_utility_sum,rgb_gradient_score,base_gradient_score,patch_affine_scale,patch_affine_shift,uses_patch_forward
aligned_patch_replacement,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,7,1,3,768,256,1024,512,65508,10531,107632.0,70285.09770336087,55523.61860384788,14761.479099512992,41638.89831082765,32732.499702376055,8906.398608451595,0.013144029031475967,0.014046522095038937,0.2299566981874977,0.8677701802674198,True
patch_high_frequency_without_base_subtraction,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,7,1,3,768,256,1024,512,65508,10531,107632.0,70285.09770336087,74905.75648398092,-4620.658780620051,41638.89831082765,44418.776380762676,-2779.8780699350245,0.013144029031475967,0.014046522095038937,0.2299566981874977,0.8677701802674198,True
rgb_guided_bilateral_sharpening,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,7,1,3,768,256,1024,512,65508,10531,107632.0,70285.09770336087,70535.45929759045,-250.36159422959818,41638.89831082765,41698.79000548941,-59.89169466176391,0.013144029031475967,0.014046522095038937,1.0,0.0,False
base_depth_unsharp_mask,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,7,1,3,768,256,1024,512,65508,10531,107632.0,70285.09770336087,71658.13617269276,-1373.0384693318942,41638.89831082765,42023.08667899585,-384.1883681682033,0.013144029031475967,0.014046522095038937,1.0,0.0,False
highpass_residual,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,8,2,0,0,512,256,768,65535,3907,81163.0,23925.888491755795,23983.31169184568,-57.42320008988597,19283.884051960624,19309.7061442258,-25.82209226517618,0.017049323452122216,0.008935675515251344,0.4344825361292604,2.246223614819513,True
aligned_patch_replacement,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,8,2,0,0,512,256,768,65535,3907,81163.0,23925.888491755795,23401.941049167748,523.9474425880464,19283.884051960624,19006.658341799062,277.22571016155837,0.017049323452122216,0.008935675515251344,0.4344825361292604,2.246223614819513,True
patch_high_frequency_without_base_subtraction,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,8,2,0,0,512,256,768,65535,3907,81163.0,23925.888491755795,23943.705215971993,-17.816724216197045,19283.884051960624,19239.233180198746,44.650871761877184,0.017049323452122216,0.008935675515251344,0.4344825361292604,2.246223614819513,True
rgb_guided_bilateral_sharpening,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,8,2,0,0,512,256,768,65535,3907,81163.0,23925.888491755795,23925.73304390971,0.1554478460813867,19283.884051960624,19283.74804640739,0.1360055532287191,0.017049323452122216,0.008935675515251344,1.0,0.0,False
base_depth_unsharp_mask,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,8,2,0,0,512,256,768,65535,3907,81163.0,23925.888491755795,23925.475264101766,0.4132276540258095,19283.884051960624,19281.219412065457,2.664639895164997,0.017049323452122216,0.008935675515251344,1.0,0.0,False
highpass_residual,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,9,2,1,256,512,512,768,65535,888,69087.0,13113.720009822213,13107.153294860982,6.566714961231638,12326.613184301554,12318.167405498822,8.445778802732683,0.00948214468960067,0.004419346318751709,0.3013390258891687,1.70911121561327,True
aligned_patch_replacement,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,9,2,1,256,512,512,768,65535,888,69087.0,13113.720009822213,12746.377878574844,367.34213124736937,12326.613184301554,12032.72581748129,293.88736682026354,0.00948214468960067,0.004419346318751709,0.3013390258891687,1.70911121561327,True
patch_high_frequency_without_base_subtraction,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,9,2,1,256,512,512,768,65535,888,69087.0,13113.720009822213,13109.58267652597,4.137333296244469,12326.613184301554,12320.114153261304,6.499031040249548,0.00948214468960067,0.004419346318751709,0.3013390258891687,1.70911121561327,True
rgb_guided_bilateral_sharpening,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,9,2,1,256,512,512,768,65535,888,69087.0,13113.720009822213,13113.732683793449,-0.012673971234389765,12326.613184301554,12326.652346943863,-0.03916264230882758,0.00948214468960067,0.004419346318751709,1.0,0.0,False
base_depth_unsharp_mask,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,9,2,1,256,512,512,768,65535,888,69087.0,13113.720009822213,13113.967274587136,-0.24726476492217683,12326.613184301554,12326.834141420388,-0.22095711883402966,0.00948214468960067,0.004419346318751709,1.0,0.0,False
highpass_residual,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,10,2,2,512,512,768,768,65536,3426,79240.0,9987.994329336412,10294.733947980558,-306.73961864414633,8057.517705487427,8133.3575451537645,-75.83983966633872,0.00942233613285429,0.008788270412703586,0.3608526420654939,0.9654505131453988,True
aligned_patch_replacement,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,10,2,2,512,512,768,768,65536,3426,79240.0,9987.994329336412,10068.794949851723,-80.80062051531286,8057.517705487427,7607.8431996632735,449.6745058241528,0.00942233613285429,0.008788270412703586,0.3608526420654939,0.9654505131453988,True
patch_high_frequency_without_base_subtraction,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,10,2,2,512,512,768,768,65536,3426,79240.0,9987.994329336412,11230.421779488945,-1242.4274501525326,8057.517705487427,8628.744793185779,-571.2270876983509,0.00942233613285429,0.008788270412703586,0.3608526420654939,0.9654505131453988,True
rgb_guided_bilateral_sharpening,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,10,2,2,512,512,768,768,65536,3426,79240.0,9987.994329336412,10019.99818004041,-32.003850703998225,8057.517705487427,8064.478311384861,-6.960605897433968,0.00942233613285429,0.008788270412703586,1.0,0.0,False
base_depth_unsharp_mask,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,10,2,2,512,512,768,768,65536,3426,79240.0,9987.994329336412,10236.750208344976,-248.7558790085656,8057.517705487427,8122.045741577426,-64.52803609000003,0.00942233613285429,0.008788270412703586,1.0,0.0,False
highpass_residual,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,11,2,3,768,512,1024,768,65536,3657,80164.0,17487.520179553005,17512.762013027885,-25.24183347488161,13947.11220653218,13940.363602327976,6.7486042042015315,0.013051226036984501,0.0031815623913424955,0.2669437191570022,1.026883001780688,True
aligned_patch_replacement,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,11,2,3,768,512,1024,768,65536,3657,80164.0,17487.520179553005,17892.08433312676,-404.56415357376045,13947.11220653218,13912.253515307908,34.85869122427039,0.013051226036984501,0.0031815623913424955,0.2669437191570022,1.026883001780688,True
patch_high_frequency_without_base_subtraction,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,11,2,3,768,512,1024,768,65536,3657,80164.0,17487.520179553005,17492.843949021822,-5.32376946881662,13947.11220653218,13966.9681546992,-19.85594816702137,0.013051226036984501,0.0031815623913424955,0.2669437191570022,1.026883001780688,True
rgb_guided_bilateral_sharpening,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,11,2,3,768,512,1024,768,65536,3657,80164.0,17487.520179553005,17487.122521031444,0.3976585215584706,13947.11220653218,13947.171914934013,-0.05970840183664709,0.013051226036984501,0.0031815623913424955,1.0,0.0,False
base_depth_unsharp_mask,0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,11,2,3,768,512,1024,768,65536,3657,80164.0,17487.520179553005,17483.943562714805,3.576616838196496,13947.11220653218,13947.404712911428,-0.29250637925018996,0.013051226036984501,0.0031815623913424955,1.0,0.0,False
highpass_residual,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,0,0,0,0,0,256,256,65536,3848,80928.0,7737.844847133209,7737.9883124380285,-0.1434653048187755,6485.3531393681615,6489.354981491556,-4.001842123394113,0.00911156512000569,0.007606234046943563,0.47595523862803835,2.6107541454939285,True
aligned_patch_replacement,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,0,0,0,0,0,256,256,65536,3848,80928.0,7737.844847133209,7329.995189887108,407.8496572461032,6485.3531393681615,6183.439665319214,301.91347404894725,0.00911156512000569,0.007606234046943563,0.47595523862803835,2.6107541454939285,True
patch_high_frequency_without_base_subtraction,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,0,0,0,0,0,256,256,65536,3848,80928.0,7737.844847133209,7739.870829149765,-2.0259820165545825,6485.3531393681615,6487.708486555903,-2.3553471877408327,0.00911156512000569,0.007606234046943563,0.47595523862803835,2.6107541454939285,True
rgb_guided_bilateral_sharpening,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,0,0,0,0,0,256,256,65536,3848,80928.0,7737.844847133209,7738.406888460883,-0.5620413276727566,6485.3531393681615,6485.506880384461,-0.1537410162981724,0.00911156512000569,0.007606234046943563,1.0,0.0,False
base_depth_unsharp_mask,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,0,0,0,0,0,256,256,65536,3848,80928.0,7737.844847133209,7741.101065812851,-3.2562186796404813,6485.3531393681615,6487.486006852496,-2.1328674843346724,0.00911156512000569,0.007606234046943563,1.0,0.0,False
highpass_residual,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,1,0,1,256,0,512,256,65468,10507,107496.0,21595.066756983375,21912.3165075403,-317.24975055692846,10847.7206544833,10980.82314567417,-133.10249119087,0.010384250975668825,0.008688496743096179,0.6556584551455815,0.8064672524794303,True
aligned_patch_replacement,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,1,0,1,256,0,512,256,65468,10507,107496.0,21595.066756983375,24111.155285679095,-2516.0885286957177,10847.7206544833,11948.471994364485,-1100.7513398811839,0.010384250975668825,0.008688496743096179,0.6556584551455815,0.8064672524794303,True
patch_high_frequency_without_base_subtraction,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,1,0,1,256,0,512,256,65468,10507,107496.0,21595.066756983375,22991.61189627157,-1396.5451392881928,10847.7206544833,11432.928219073678,-585.2075645903785,0.010384250975668825,0.008688496743096179,0.6556584551455815,0.8064672524794303,True
rgb_guided_bilateral_sharpening,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,1,0,1,256,0,512,256,65468,10507,107496.0,21595.066756983375,21601.307463590678,-6.240706607303819,10847.7206544833,10848.989236966332,-1.2685824830318357,0.010384250975668825,0.008688496743096179,1.0,0.0,False
base_depth_unsharp_mask,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,1,0,1,256,0,512,256,65468,10507,107496.0,21595.066756983375,21659.11169761095,-64.044940627578,10847.7206544833,10862.706940101436,-14.986285618136158,0.010384250975668825,0.008688496743096179,1.0,0.0,False
highpass_residual,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,2,0,2,512,0,768,256,65516,19316,142780.0,76032.10991548578,74796.68000079837,1235.429914687396,31374.491263946795,30912.859839520104,461.63142442668686,0.006646551260623729,0.0076892217712302684,0.2775943682820639,1.1138868911874094,True
aligned_patch_replacement,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,2,0,2,512,0,768,256,65516,19316,142780.0,76032.10991548578,65335.31811877631,10696.791796709462,31374.491263946795,27950.772529573926,3423.7187343728674,0.006646551260623729,0.0076892217712302684,0.2775943682820639,1.1138868911874094,True
patch_high_frequency_without_base_subtraction,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,2,0,2,512,0,768,256,65516,19316,142780.0,76032.10991548578,76468.35993491262,-436.25001942684446,31374.491263946795,31536.496978604744,-162.00571465795284,0.006646551260623729,0.0076892217712302684,0.2775943682820639,1.1138868911874094,True
rgb_guided_bilateral_sharpening,1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,2,0,2,512,0,768,256,65516,19316,142780.0,76032.10991548578,76045.96064181264,-13.850726326866507,31374.491263946795,31379.45793854451,-4.96667459772055,0.006646551260623729,0.0076892217712302684,1.0,0.0,False
