sample_index,domain,scene_id,scan_id,image_relpath,region_id,row,column,x0,y0,x1,y1,valid_pixel_count,boundary_pixel_count,weight_sum,base_primary_error_sum,refined_primary_error_sum,primary_utility_sum,base_absrel_error_sum,refined_absrel_error_sum,absrel_utility_sum,rgb_gradient_score,base_gradient_score,patch_affine_scale,patch_affine_shift
0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,10,2,2,512,512,768,768,65536,3426,79240.0,4661.922574635355,4729.898560109231,-67.97598547387535,3343.2672587605866,3351.013579228801,-7.746320468214279,0.00942233613285429,0.008788270412703586,0.3608526420654939,0.9654505131453988
0,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_000_040.png,11,2,3,768,512,1024,768,65536,3657,80164.0,2711.3495105007296,2715.366614975973,-4.0171044752432365,1327.5120150889989,1325.8083753864087,1.7036397025902132,0.013051226036984501,0.0031815623913424955,0.2669437191570022,1.026883001780688
1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,0,0,0,0,0,256,256,65536,3848,80928.0,9674.997037554123,9706.588718433264,-31.591680879139943,7059.021653559477,7063.277207762561,-4.255554203084122,0.00911156512000569,0.007606234046943563,0.47595523862803835,2.6107541454939285
1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,1,0,1,256,0,512,256,65468,10507,107496.0,11329.070040928353,11391.314097355864,-62.244056427511815,4194.69751778232,4212.461095493976,-17.76357771165699,0.010384250975668825,0.008688496743096179,0.6556584551455815,0.8064672524794303
1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,2,0,2,512,0,768,256,65516,19316,142780.0,9557.225713722384,9552.555321042688,4.670392679695183,3740.0191526217754,3752.0817706880207,-12.062618066244918,0.006646551260623729,0.0076892217712302684,0.2775943682820639,1.1138868911874094
1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,3,0,3,768,0,1024,256,65509,10469,107385.0,7389.6710537629715,7388.703533633081,0.9675201298904028,3569.654705027641,3567.592343599517,2.0623614281237472,0.008508517172452516,0.0073633190836476705,0.18544027060903956,0.8249820510880062
1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,4,1,0,0,256,256,512,65536,0,65536.0,2788.739810443769,2788.173560586013,0.5662498577561936,2788.739810443769,2788.173560586013,0.5662498577561936,0.00030239138371819296,0.007733390657968924,0.6067296876653899,2.965906399025606
1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,5,1,1,256,256,512,512,65521,793,68693.0,1666.4189289322392,1669.2996625787673,-2.880733646528323,1253.584111734395,1258.2176114235888,-4.6334996891939255,0.00551773288162325,0.008269878446648608,0.5242508728973525,1.9004769723116592
1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,6,1,2,512,256,768,512,65496,14399,123092.0,8325.68642279422,8189.384409640639,136.3020131535812,2444.338874209139,2395.1664964225442,49.172377786594694,0.012029061508883453,0.017311839541558995,0.41872464158729134,1.0583027952673125
1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,7,1,3,768,256,1024,512,65536,278,66648.0,2720.420539372388,2713.157797546301,7.2627418260867955,2653.995984836541,2647.3044636759987,6.691521160542406,0.006824279739594137,0.0031302254726699006,0.3241267698091109,0.5738342095030137
1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,8,2,0,0,512,256,768,65536,4876,85040.0,2263.4420877520547,2404.993300624993,-141.5512128729386,1459.5467245043778,1571.5624755603371,-112.01575105595938,0.011156618884891088,0.00822169419709628,0.36885492423654687,4.922473479011687
1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,9,2,1,256,512,512,768,65536,4872,85024.0,4521.150610268844,4516.209522091686,4.941088177157086,3203.7287710672013,3202.1915910691796,1.5371799980213248,0.008720588101663429,0.008774788245318086,0.6338573055456526,2.6046394412994274
1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,10,2,2,512,512,768,768,65536,7248,94528.0,6884.067896457805,6864.281105553468,19.786790904337234,4252.51234223469,4247.069647714401,5.442694520287957,0.012959434245391005,0.012491631816217569,0.442867819959044,1.7430195092073055
1,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_030_040.png,11,2,3,768,512,1024,768,65534,2020,73614.0,2896.509177726848,2890.88276023165,5.626417495197875,2088.4848212917514,2083.058967052719,5.425854239032434,0.014929741892947835,0.004456500370384052,0.5627584221628825,0.9886883588120465
2,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_060_000.png,0,0,0,0,0,256,256,65536,0,65536.0,517.0302572838698,515.855104339716,1.1751529441538495,517.0302572838698,515.855104339716,1.1751529441538495,0.007614974240022061,0.001535993402860296,0.4877203698616629,0.07126722335024926
2,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_060_000.png,1,0,1,256,0,512,256,65536,71,65820.0,640.9955815699236,656.9966159198218,-16.001034349898145,609.1736450546206,625.1588390035474,-15.98519394892677,0.010672387012527054,0.0020562300974194575,0.1780385456978283,0.9118216688975316
2,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_060_000.png,2,0,2,512,0,768,256,65536,61,65780.0,1372.7583296905786,1391.2868332726805,-18.528503582101866,1359.1455461922292,1378.7037851796658,-19.55823898743644,0.00997910175481817,0.0018444762966560288,0.15893465313909277,0.7779816002031665
2,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_060_000.png,3,0,3,768,0,1024,256,65536,16,65600.0,2573.2463338042244,2600.4883448504834,-27.242011046259403,2570.1793956082784,2597.8945501339886,-27.715154525709853,0.009193610168285888,0.0021553378110783237,0.1749711833330538,0.5444966869111172
2,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_060_000.png,4,1,0,0,256,256,512,65507,635,68047.0,2119.722879601861,2116.9643758532784,2.758503748582834,1668.482080465373,1658.5433844943755,9.938695970997532,0.0355071348610127,0.003872135966934022,0.17949604503449557,1.121467592984028
2,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_060_000.png,5,1,1,256,256,512,512,65536,1326,70840.0,1845.400715799764,1847.2529393978396,-1.8522235980758315,1170.8105756774262,1182.6181027318482,-11.807527054421946,0.03327899759116061,0.0031940267553966424,0.18393914969617917,0.7882119870339727
2,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_060_000.png,6,1,2,512,256,768,512,65536,759,68572.0,858.2989159893418,862.4582488943372,-4.15933290499543,588.4138946798205,590.6605926331144,-2.246697953293854,0.03301448309550189,0.0023401367903339507,0.21579817524876746,0.5355984049987063
2,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_060_000.png,7,1,3,768,256,1024,512,65526,1613,71978.0,2096.2803150826367,2144.8787928918287,-48.598477809192396,1356.4357271085535,1387.736896323268,-31.30116921471476,0.028892467567756354,0.0037076069829950903,0.4787262304503334,0.2604665273381754
2,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_060_000.png,8,2,0,0,512,256,768,65317,8062,97565.0,18405.713909449856,21122.82687058868,-2717.1129611388296,6285.426441589814,7126.691237515506,-841.2647959256913,0.02222438436395021,0.03035284577221834,1.7935833624937725,-1.4595294379677886
2,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_060_000.png,9,2,1,256,512,512,768,65527,18939,141283.0,36603.209485927466,39186.30402050015,-2583.0945345726905,9872.69773436979,10705.255060099002,-832.5573257292106,0.02110563740805754,0.03091282784671698,1.4269093296195894,0.19442280142318646
2,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_060_000.png,10,2,2,512,512,768,768,65482,19714,144338.0,25551.55092746456,28199.078405698867,-2647.527478234308,7304.915155809807,8306.870045340813,-1001.9548895310046,0.022368034842430357,0.03261720843516393,1.2752694705731031,0.7581542455617029
2,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_060_000.png,11,2,3,768,512,1024,768,65508,27413,175160.0,32409.426004220586,33239.78716120069,-830.3611569801077,8905.504653149315,9213.270604156309,-307.7659510069934,0.018483160745753825,0.034546037836409395,0.9961466875682092,1.111849647852359
3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,0,0,0,0,0,256,256,65535,9347,102923.0,6738.414916972353,6752.004683000405,-13.589766028052608,4186.754593946483,4199.956583771043,-13.201989824560743,0.013399945375275248,0.004308876805151468,0.08457531143719935,0.5899417989619374
3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,1,0,1,256,0,512,256,65536,7184,94272.0,5569.384604073128,5606.596820966942,-37.212216893814094,3460.9204155816806,3482.074774669046,-21.154359087365005,0.012553854941011435,0.003335695236954504,0.031195576372593892,0.8188115752561147
3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,2,0,2,512,0,768,256,65536,18887,141084.0,12586.85387361309,12629.10805384177,-42.254180228679935,5488.544655394362,5549.860414073504,-61.31575867914103,0.01501392444612886,0.022796618840922822,0.5475883194051137,0.6432640661252063
3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,3,0,3,768,0,1024,256,65499,8963,101351.0,8323.58664647079,8287.4452668907,36.14137958009067,4489.90552656734,4478.525710965963,11.379815601375793,0.010723367078961979,0.015936923528602636,0.7272190562866704,1.4939461140175154
3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,4,1,0,0,256,256,512,65429,4474,83325.0,2715.4218032661042,2698.3871461858394,17.034657080265003,1742.909702472514,1738.3820721338539,4.527630338660148,0.00980915863921604,0.0026674416828335926,0.34409651711235767,0.06435352811406223
3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,5,1,1,256,256,512,512,65536,611,67980.0,1516.7335327564588,1515.541736883472,1.1917958729872016,1434.8057335164403,1433.047078521497,1.7586549949434,0.008805519417889679,0.002647102512022757,0.38673016308105534,0.14348118347250144
3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,6,1,2,512,256,768,512,65536,10797,108724.0,5427.790307197935,5477.327336336031,-49.537029138095576,2705.7015099010423,2717.0202517419593,-11.318741840916958,0.011916622230239527,0.01973438165248936,0.7081142362552157,0.26511176756159166
3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,7,1,3,768,256,1024,512,65316,6202,90124.0,7328.129004753671,7419.393578428888,-91.2645736752167,2130.7146952289763,2162.9004933520837,-32.185798123107546,0.007967342918634305,0.0173435708685099,0.8582288523501256,1.4951098048995108
3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,8,2,0,0,512,256,768,65536,0,65536.0,4952.926915682322,4952.719293805048,0.20762187727382075,4952.926915682322,4952.719293805048,0.20762187727382075,0.006094606439262233,0.003073073767315959,0.3020922031344209,0.47864369528374695
3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,9,2,1,256,512,512,768,65536,0,65536.0,5169.358148715824,5171.188186813888,-1.8300380980641813,5169.358148715824,5171.188186813888,-1.8300380980641813,0.006848989974950203,0.0030130432914167405,0.26835333775494424,0.9389733537144079
3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,10,2,2,512,512,768,768,65536,5362,86984.0,6337.465717491499,6360.499321411712,-23.033603920212183,4810.998057327626,4715.144847500511,95.85320982711562,0.010051329323261873,0.013463067027164032,0.8493065233257467,0.9274932588132991
3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,11,2,3,768,512,1024,768,65536,6780,92656.0,3562.2739673632923,3484.842194525677,77.431772837615,1682.5948427496082,1662.14597048739,20.448872262218398,0.007316084899125511,0.013043439127196734,0.6686496059443747,2.930617842193195
4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,0,0,0,0,0,256,256,65536,254,66552.0,409.2124824832488,415.2744104697234,-6.06192798647462,322.7374595097544,328.06175047547515,-5.324290965720778,0.006983546214951187,0.003006689362658667,0.3996359130965626,0.15187373123651235
4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,1,0,1,256,0,512,256,65536,0,65536.0,716.9394102857143,718.976436998264,-2.037026712549728,716.9394102857143,718.976436998264,-2.037026712549728,0.006040988544086506,0.0027656669166062774,0.4064300293987474,0.6963835980783855
4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,2,0,2,512,0,768,256,65536,30,65656.0,1113.0455217715694,1113.3425193249384,-0.29699755336909256,1105.0238512819844,1105.2851301664145,-0.26127888443018915,0.0063841236480746385,0.0030021414941007606,0.8163719182256626,0.4576022164575457
4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,3,0,3,768,0,1024,256,65512,5813,88764.0,4784.87238918933,4619.7583792559035,165.11400993342536,2478.649698440042,2408.1877009343557,70.46199750568648,0.011017990149489116,0.017001749034152757,0.7002174455725569,1.8725600981549353
4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,4,1,0,0,256,256,512,65535,10171,106219.0,17956.791628019593,17889.43025113041,67.36137688918225,4109.507354835824,4089.7770458840305,19.73030895179423,0.012946878876435279,0.004007662697688623,0.4324470161905755,0.40264530922515457
4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,5,1,1,256,256,512,512,65536,13526,119640.0,20157.90419176868,20070.520700542842,87.38349122583715,4223.07837160585,4196.251657781324,26.826713824525832,0.012637278196108177,0.004113294639792249,0.5115655474469412,0.6146366744754391
4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,6,1,2,512,256,768,512,65521,5634,88057.0,4908.523694039624,4935.81508439367,-27.291390354046055,1363.5712844791065,1362.7156864530089,0.8555980260976421,0.011769786449120028,0.005224361091559261,0.5597354371747414,1.2262283757788124
4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,7,1,3,768,256,1024,512,65527,3413,79179.0,1761.4015205460594,1781.4839028079184,-20.082382261858882,727.8338350710482,739.649088993926,-11.81525392287787,0.007395250652851777,0.005272813484800283,0.6394167422286859,2.3308103404782496
4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,8,2,0,0,512,256,768,65523,10909,109159.0,17866.562558730482,17923.319301714106,-56.75674298362345,4833.3358088835375,4842.859940856147,-9.524131972608805,0.01649476512839578,0.00420695036536572,0.1062643144387578,1.6607488885783834
4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,9,2,1,256,512,512,768,65535,20551,147739.0,17734.928326265515,17774.844004430186,-39.915678164669416,3986.21983152574,3985.3142816997806,0.9055498259601507,0.016312034751621782,0.006203767881997579,0.22399275295125065,1.8590352843047884
4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,10,2,2,512,512,768,768,65536,5764,88592.0,2520.3540932924902,2432.3676644962893,87.98642879620094,1212.4500623473577,1176.5179615395896,35.93210080776805,0.013576188296503306,0.0064142056184327036,0.7126440172472753,1.397999005922232
4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,11,2,3,768,512,1024,768,65536,2573,75828.0,1247.8843656614163,1146.2803496356591,101.60401602575732,666.0210777219875,613.4484611840307,52.572616537956776,0.011934545350415774,0.0036263860123236097,2.2637240768957794,0.46995663637751695
5,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_200_020.png,0,0,0,0,0,256,256,63737,4881,83261.0,10169.986331399965,10167.145136956526,2.841194443439738,5892.053222367626,5889.046532261695,3.006690105931956,0.011987703651254959,0.0019735947443359457,0.11760341414564186,0.38116457974171186
5,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_200_020.png,1,0,1,256,0,512,256,63966,4370,81446.0,9094.589499093223,9086.549020789465,8.040478303758487,2791.107522494204,2789.197303522936,1.9102189712683018,0.014208194776316173,0.002022955125251377,0.15160295423939596,0.4704876704642072
5,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_200_020.png,2,0,2,512,0,768,256,64786,4135,81326.0,7983.895976974802,7975.681436844005,8.214540130796296,3326.389642428953,3326.27029825558,0.11934417337292369,0.018112754332723927,0.002209758871189311,0.21959521702340498,0.6259616794411836
5,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_200_020.png,3,0,3,768,0,1024,256,65465,2052,73673.0,6938.083879446983,6902.337956640421,35.745922806561474,5008.8569179082315,5009.79844145848,-0.9415235502480135,0.01436407555816925,0.002353611255669969,0.2189164137060795,0.9934128079864561
5,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_200_020.png,4,1,0,0,256,256,512,65505,3119,77981.0,7172.172298361179,7175.920967408612,-3.7486690474341535,5103.580651828316,5102.829788210564,0.7508636177518246,0.015462380696963623,0.002323249920445113,0.2060719028474484,0.49784319183431147
5,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_200_020.png,5,1,1,256,256,512,512,46026,10300,87226.0,13395.545827362177,13380.22684001445,15.318987347727537,3241.5886768462124,3240.027499350995,1.5611774952163708,0.01705485884287205,0.0025770248013083042,0.23526705011608542,0.4932101879217473
5,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_200_020.png,6,1,2,512,256,768,512,50823,4476,68727.0,7115.203122741486,7102.717761258464,12.485361483022206,2506.557890534631,2506.156498111673,0.4013924229574472,0.017048516228492964,0.00278385148147243,0.233996563502628,0.8439861622068011
5,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_200_020.png,7,1,3,768,256,1024,512,45764,4946,65548.0,8889.096761533872,8878.798683459612,10.298078074259509,4024.2366079244707,4023.378503906524,0.8581040179462793,0.012014910311452576,0.0026799169470732805,0.22582461662289777,1.1158549135824531
5,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_200_020.png,8,2,0,0,512,256,768,65345,7904,96961.0,8285.878761440104,8157.897249885753,127.98151155435187,3747.808419256689,3701.500839376068,46.30757988062108,0.01667427039697977,0.02857272639344545,0.9838856279623172,0.7644635529542039
5,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_200_020.png,9,2,1,256,512,512,768,58883,9034,95019.0,8622.94660660017,8431.236154389244,191.71045221092646,3094.794621905785,3021.332494605241,73.46212730054343,0.021957228674344662,0.028429743642746003,0.9654295300240185,0.830014708964748
5,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_200_020.png,10,2,2,512,512,768,768,50600,8968,86472.0,9155.41241372129,9009.484965351023,145.92744837026635,2779.8591422649333,2690.104636283676,89.75450598125788,0.022645492324504475,0.02535483922727717,0.8229252481737456,1.2213037221699485
5,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_200_020.png,11,2,3,768,512,1024,768,47124,4614,65580.0,6661.079815762142,6609.049000205714,52.03081555642769,3362.1728288067543,3380.2826952603787,-18.10986645362498,0.018414812855311272,0.019245300226070357,0.9956480549149754,1.3027164147090016
6,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_240_000.png,0,0,0,0,0,256,256,64356,8815,99616.0,22125.243674598823,21174.45583359673,950.787841002093,7786.278825626527,7124.997457985254,661.281367641272,0.026112823192064077,0.014187333113383252,0.39175177173129,0.08588418221885492
6,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_240_000.png,1,0,1,256,0,512,256,65071,8738,100023.0,22303.179163238954,22244.65968335531,58.51947988364603,8432.630670858585,8483.659495378623,-51.028824520037276,0.019741831192100514,0.011184619387275937,0.3610492696823617,0.009515527202169428
6,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_240_000.png,2,0,2,512,0,768,256,65349,7012,93397.0,17422.749761461848,17276.084350352794,146.6654111090512,7393.224326560607,7350.346545357706,42.87778120290105,0.01707972323703548,0.007324214815430958,0.2989330132565092,0.15547917698810637
6,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_240_000.png,3,0,3,768,0,1024,256,65226,5431,86950.0,12745.819187711677,12652.75073762426,93.06845008741763,5978.432864286131,5976.533098111249,1.8997661748822559,0.016083039099459056,0.008240852436776165,0.27587212624939145,0.35478339479398413
6,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_240_000.png,4,1,0,0,256,256,512,64777,6367,90245.0,11974.510396813801,11942.260015199798,32.25038161399972,3999.0323994725663,4021.77234016475,-22.739940692183435,0.019975018732351676,0.021128914655843593,0.5887225877519404,1.4170175722882132
6,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_240_000.png,5,1,1,256,256,512,512,65156,5648,87748.0,12706.96180523992,12570.423606227576,136.53819901234723,3823.5275190086413,3881.1733739648243,-57.64585495618358,0.017995246267747872,0.019164129410560206,0.611378361875785,1.263582322359784
